Age,Gender,Region,Industry,Work_Arrangement,Hours_Per_Week,Burnout_Level,Work_Life_Balance_Score,Social_Isolation_Score,Avg_Salary,Physical_Health_Count,Mental_Health_Score
58,Female,Europe,Manufacturing,Hybrid,43,1,3,3,70000.0,4,1
31,Female,North America,Healthcare,Remote,46,3,4,5,110000.0,3,1
54,Female,Oceania,Technology,Hybrid,60,2,1,1,90000.0,3,0
38,Male,North America,Professional Services,Hybrid,51,3,3,5,70000.0,2,4
57,Male,Africa,Manufacturing,Hybrid,50,2,3,2,90000.0,1,4
36,Male,Africa,Manufacturing,Onsite,52,2,1,1,70000.0,3,2
56,Male,Europe,Professional Services,Onsite,42,3,3,4,50000.0,3,5
52,Male,Oceania,Manufacturing,Hybrid,55,1,1,1,90000.0,1,4
49,Male,South America,Manufacturing,Remote,59,3,1,4,70000.0,2,3
55,Male,Africa,Finance,Onsite,39,2,5,2,90000.0,0,0
47,Male,Africa,Manufacturing,Hybrid,35,3,3,1,120000.0,4,3
23,Male,Africa,Finance,Hybrid,44,2,1,3,90000.0,3,2
57,Female,South America,Retail,Onsite,64,2,3,1,70000.0,1,4
47,Female,South America,Customer Service,Onsite,53,2,3,2,70000.0,1,1
32,Male,South America,Professional Services,Onsite,58,1,2,4,90000.0,3,2
29,Female,North America,Customer Service,Hybrid,53,1,2,3,50000.0,3,5
27,Female,Asia,Professional Services,Onsite,55,1,4,2,70000.0,5,2
22,Female,North America,Manufacturing,Hybrid,37,1,3,3,50000.0,2,3
31,Male,Asia,Professional Services,Hybrid,60,2,4,4,50000.0,1,4
37,Female,North America,Manufacturing,Hybrid,44,2,1,2,120000.0,0,4
50,Female,North America,Retail,Onsite,60,2,1,3,90000.0,1,5
36,Male,Africa,Education,Onsite,62,2,3,1,90000.0,1,2
59,Female,Oceania,Professional Services,Onsite,59,2,1,3,90000.0,3,0
24,Female,Oceania,Technology,Hybrid,40,3,3,5,70000.0,2,6
45,Female,Europe,Professional Services,Onsite,60,1,2,3,70000.0,2,5
54,Female,Africa,Finance,Onsite,57,3,5,1,50000.0,2,2
64,Male,Oceania,Manufacturing,Remote,55,2,4,4,70000.0,2,1
44,Male,South America,Professional Services,Hybrid,50,1,4,4,50000.0,5,0
33,Male,Europe,Professional Services,Onsite,54,2,3,2,50000.0,1,1
23,Female,Africa,Finance,Hybrid,49,1,4,2,90000.0,2,4
33,Male,Asia,Manufacturing,Onsite,51,2,5,3,90000.0,2,3
33,Female,Africa,Education,Remote,52,3,2,3,90000.0,1,5
64,Female,Asia,Education,Remote,45,3,5,3,90000.0,4,3
38,Female,Africa,Healthcare,Onsite,45,3,2,4,90000.0,3,0
44,Female,Europe,Professional Services,Onsite,54,1,5,3,70000.0,1,6
60,Male,Africa,Professional Services,Hybrid,57,1,3,2,90000.0,2,1
43,Male,Europe,Professional Services,Onsite,56,2,4,2,70000.0,1,6
30,Male,Europe,Finance,Onsite,49,2,3,2,70000.0,4,0
52,Male,South America,Retail,Hybrid,35,2,2,3,90000.0,1,4
52,Female,South America,Healthcare,Onsite,56,2,4,2,70000.0,4,5
36,Female,South America,Healthcare,Hybrid,61,2,1,2,110000.0,3,1
57,Female,Europe,Healthcare,Hybrid,37,1,2,3,50000.0,2,0
48,Male,Africa,Professional Services,Onsite,38,2,2,2,70000.0,3,3
29,Female,Oceania,Technology,Onsite,57,2,3,3,110000.0,1,0
36,Male,Europe,Retail,Onsite,44,1,4,3,110000.0,0,0
47,Female,Africa,Technology,Hybrid,46,2,3,3,90000.0,1,0
52,Female,Europe,Manufacturing,Remote,44,2,4,4,70000.0,1,4
32,Female,Oceania,Healthcare,Hybrid,53,3,3,4,90000.0,1,3
64,Male,South America,Technology,Onsite,54,2,3,2,110000.0,1,6
31,Male,Oceania,Technology,Hybrid,49,3,1,1,70000.0,0,0
28,Female,Asia,Professional Services,Remote,55,1,2,3,50000.0,2,6
48,Female,South America,Technology,Hybrid,41,2,5,4,90000.0,2,6
47,Male,Oceania,Technology,Remote,43,3,4,3,50000.0,3,0
26,Male,Europe,Professional Services,Onsite,35,1,3,2,70000.0,2,0
34,Female,Asia,Manufacturing,Onsite,52,3,2,2,110000.0,2,3
25,Female,South America,Manufacturing,Onsite,50,2,1,2,70000.0,2,4
47,Male,North America,Professional Services,Onsite,49,2,1,2,70000.0,2,0
26,Female,North America,Marketing,Hybrid,40,3,5,2,90000.0,2,5
47,Female,Africa,Retail,Onsite,41,2,4,3,110000.0,2,0
51,Female,Oceania,Marketing,Onsite,49,3,3,1,110000.0,2,0
50,Female,Asia,Healthcare,Remote,59,2,4,3,90000.0,2,5
47,Female,Europe,Professional Services,Hybrid,42,2,4,2,120000.0,2,1
48,Female,Oceania,Retail,Onsite,38,3,5,4,90000.0,1,2
34,Female,Europe,Technology,Hybrid,53,3,5,2,70000.0,1,1
57,Female,Europe,Professional Services,Remote,43,2,2,2,90000.0,1,1
26,Female,Oceania,Education,Hybrid,38,2,2,4,110000.0,2,6
54,Female,Asia,Marketing,Onsite,44,1,3,1,70000.0,1,2
29,Female,Oceania,Professional Services,Onsite,45,2,1,2,70000.0,1,0
23,Male,South America,Technology,Onsite,56,1,3,2,120000.0,4,3
26,Male,Oceania,Technology,Hybrid,56,2,3,3,70000.0,2,0
34,Female,South America,Manufacturing,Remote,51,3,2,3,50000.0,1,1
53,Male,Asia,Professional Services,Hybrid,50,1,2,1,50000.0,2,0
28,Male,Oceania,Manufacturing,Remote,55,1,3,5,90000.0,1,0
48,Female,Africa,Education,Remote,49,3,3,3,50000.0,3,3
38,Male,Africa,Education,Onsite,43,2,5,3,70000.0,4,1
51,Male,Asia,Professional Services,Onsite,55,3,5,1,50000.0,2,5
50,Male,South America,Customer Service,Onsite,41,2,3,1,90000.0,1,0
47,Female,North America,Manufacturing,Remote,36,3,3,4,90000.0,2,3
54,Male,Oceania,Education,Onsite,61,2,3,2,70000.0,2,6
27,Female,South America,Manufacturing,Hybrid,57,3,3,3,70000.0,0,6
57,Male,Oceania,Retail,Remote,64,2,3,3,110000.0,3,0
30,Male,Europe,Professional Services,Onsite,36,2,3,3,70000.0,3,3
29,Male,Oceania,Healthcare,Hybrid,39,2,3,1,110000.0,0,0
45,Female,Asia,Professional Services,Onsite,62,3,3,5,70000.0,1,2
30,Female,North America,Professional Services,Hybrid,53,2,1,3,70000.0,2,0
42,Female,North America,Marketing,Onsite,61,1,4,3,90000.0,3,3
52,Male,Oceania,Retail,Onsite,48,1,1,3,90000.0,1,0
51,Female,Europe,Professional Services,Onsite,54,1,1,1,110000.0,3,5
25,Male,South America,Marketing,Onsite,50,2,5,2,90000.0,0,2
34,Female,Oceania,Manufacturing,Onsite,39,1,1,3,110000.0,2,4
55,Female,Asia,Finance,Remote,49,3,1,2,50000.0,2,4
28,Female,Europe,Professional Services,Hybrid,53,3,2,3,50000.0,1,1
24,Male,Africa,Technology,Onsite,51,2,4,3,120000.0,2,3
34,Male,Asia,Technology,Hybrid,42,3,4,4,70000.0,1,1
56,Male,South America,Marketing,Onsite,60,2,3,4,90000.0,3,5
65,Male,Africa,Healthcare,Hybrid,49,3,3,5,90000.0,4,2
46,Male,Africa,Education,Hybrid,56,2,2,4,70000.0,3,6
53,Male,South America,Healthcare,Hybrid,61,3,2,2,110000.0,0,2
65,Female,South America,Education,Remote,52,3,3,5,50000.0,0,0
49,Female,Europe,Finance,Onsite,45,2,4,1,90000.0,4,6
33,Female,Africa,Professional Services,Onsite,60,3,3,1,50000.0,1,3
54,Male,South America,Marketing,Onsite,37,1,2,1,50000.0,1,1
44,Male,North America,Technology,Remote,37,1,4,5,120000.0,1,5
38,Female,Europe,Finance,Onsite,49,2,1,3,70000.0,2,1
52,Male,North America,Technology,Remote,65,3,3,3,70000.0,1,3
40,Male,South America,Technology,Onsite,50,2,2,1,110000.0,2,1
45,Female,Oceania,Technology,Remote,43,3,1,4,90000.0,2,6
55,Female,North America,Healthcare,Onsite,60,2,5,1,120000.0,2,0
37,Male,Asia,Finance,Onsite,50,1,5,2,110000.0,1,0
22,Male,Asia,Professional Services,Onsite,55,2,4,3,70000.0,1,0
30,Male,South America,Professional Services,Onsite,65,3,3,1,90000.0,2,3
36,Male,South America,Technology,Hybrid,45,3,3,2,50000.0,3,4
24,Male,Asia,Customer Service,Hybrid,36,2,2,1,70000.0,4,2
62,Female,Europe,Technology,Onsite,42,3,3,2,110000.0,1,0
64,Female,Oceania,Healthcare,Onsite,38,3,4,2,90000.0,0,0
23,Female,Oceania,Manufacturing,Onsite,47,1,2,2,110000.0,2,6
37,Female,North America,Professional Services,Onsite,59,2,3,5,90000.0,3,0
32,Male,Oceania,Manufacturing,Hybrid,60,3,4,4,90000.0,1,4
33,Male,North America,Education,Hybrid,62,2,1,5,90000.0,3,1
65,Male,Africa,Education,Onsite,47,2,3,2,90000.0,2,2
23,Male,North America,Healthcare,Onsite,38,3,2,1,120000.0,2,6
39,Male,Asia,Finance,Hybrid,58,2,1,3,50000.0,1,2
46,Female,South America,Healthcare,Onsite,44,1,2,3,70000.0,3,4
47,Male,Oceania,Healthcare,Onsite,42,2,3,3,50000.0,4,3
56,Male,South America,Professional Services,Onsite,36,2,1,3,110000.0,1,0
30,Male,Oceania,Professional Services,Onsite,48,1,5,1,70000.0,2,1
37,Female,Europe,Technology,Remote,56,3,3,4,70000.0,3,2
24,Female,Oceania,Manufacturing,Hybrid,64,3,3,1,70000.0,3,4
65,Female,Oceania,Technology,Remote,42,3,1,1,110000.0,3,0
24,Male,Oceania,Education,Onsite,65,2,5,2,70000.0,2,4
28,Male,South America,Healthcare,Hybrid,46,2,5,2,120000.0,1,2
33,Male,North America,Professional Services,Onsite,50,3,3,2,110000.0,2,6
51,Male,South America,Finance,Onsite,40,2,3,2,90000.0,3,5
38,Male,North America,Finance,Onsite,51,2,2,2,110000.0,1,0
32,Male,North America,Technology,Hybrid,56,1,2,2,50000.0,4,3
63,Female,Oceania,Technology,Hybrid,39,3,4,4,110000.0,1,6
23,Female,North America,Education,Onsite,48,3,1,3,90000.0,2,5
39,Male,Africa,Professional Services,Hybrid,44,3,5,5,70000.0,2,5
53,Female,South America,Finance,Onsite,47,3,3,1,50000.0,1,5
34,Female,Asia,Retail,Hybrid,45,3,5,4,70000.0,1,5
22,Male,Africa,Finance,Onsite,41,2,2,3,70000.0,3,5
33,Male,North America,Finance,Onsite,41,2,4,3,50000.0,3,2
64,Male,Africa,Manufacturing,Onsite,58,1,3,3,70000.0,3,0
49,Female,North America,Finance,Onsite,63,2,5,3,110000.0,3,5
29,Female,North America,Professional Services,Onsite,52,1,4,2,70000.0,1,6
56,Male,North America,Professional Services,Hybrid,56,1,5,4,50000.0,2,4
65,Female,North America,Technology,Onsite,54,2,3,1,90000.0,2,5
52,Male,South America,Customer Service,Hybrid,54,2,1,4,110000.0,2,4
41,Female,South America,Professional Services,Onsite,57,2,2,3,120000.0,4,6
26,Male,North America,Retail,Hybrid,36,3,3,3,110000.0,1,0
52,Female,Asia,Professional Services,Hybrid,46,3,1,3,70000.0,1,5
56,Female,North America,Professional Services,Onsite,65,1,5,3,110000.0,2,4
26,Male,Asia,Education,Remote,38,3,4,1,90000.0,5,6
39,Male,Europe,Technology,Hybrid,60,2,2,2,50000.0,2,2
34,Female,South America,Technology,Hybrid,56,3,4,4,70000.0,2,1
46,Male,North America,Professional Services,Onsite,44,2,2,2,50000.0,2,1
51,Male,Oceania,Professional Services,Onsite,57,1,5,2,110000.0,1,5
23,Female,Asia,Manufacturing,Hybrid,49,3,5,2,120000.0,2,0
44,Female,Africa,Marketing,Hybrid,61,3,3,3,50000.0,3,0
62,Female,Africa,Finance,Onsite,52,2,1,5,90000.0,1,1
28,Male,Asia,Customer Service,Onsite,39,1,5,1,110000.0,3,5
39,Female,Asia,Healthcare,Onsite,46,2,5,4,50000.0,2,0
49,Female,Africa,Education,Onsite,44,2,4,3,50000.0,1,5
45,Female,South America,Professional Services,Onsite,52,3,2,2,90000.0,1,1
41,Male,South America,Education,Hybrid,47,3,2,3,90000.0,0,0
40,Female,South America,Manufacturing,Onsite,36,2,5,1,90000.0,1,6
30,Male,Africa,Technology,Hybrid,42,2,3,4,50000.0,1,5
27,Female,North America,Finance,Onsite,47,3,3,1,70000.0,3,5
49,Male,Europe,Retail,Onsite,51,1,1,1,90000.0,2,3
56,Male,Oceania,Healthcare,Hybrid,46,2,2,2,90000.0,2,0
39,Male,Asia,Professional Services,Onsite,46,2,3,2,70000.0,2,5
24,Male,Asia,Technology,Remote,47,1,2,3,70000.0,0,5
57,Male,South America,Technology,Remote,62,2,3,4,90000.0,2,0
26,Male,North America,Customer Service,Hybrid,57,1,5,5,50000.0,1,0
63,Male,South America,Professional Services,Hybrid,65,2,3,1,90000.0,1,0
46,Female,Asia,Finance,Onsite,42,3,3,1,90000.0,3,1
60,Male,Oceania,Manufacturing,Hybrid,50,2,2,3,120000.0,1,6
61,Female,Europe,Retail,Remote,37,3,5,5,90000.0,2,3
57,Male,Oceania,Finance,Hybrid,59,2,3,3,70000.0,3,0
29,Female,South America,Finance,Remote,56,1,3,3,50000.0,2,6
63,Male,South America,Professional Services,Onsite,53,1,5,4,110000.0,3,0
22,Male,Oceania,Finance,Onsite,58,2,3,5,50000.0,4,5
22,Female,Africa,Professional Services,Hybrid,58,2,3,4,90000.0,1,0
43,Female,Oceania,Healthcare,Hybrid,37,2,3,3,110000.0,1,0
52,Male,Africa,Technology,Hybrid,56,3,2,3,70000.0,2,2
39,Female,Africa,Finance,Hybrid,64,1,2,3,90000.0,1,0
28,Female,South America,Professional Services,Onsite,44,1,3,3,90000.0,1,3
34,Female,Oceania,Technology,Onsite,64,3,3,2,70000.0,3,1
32,Female,Oceania,Marketing,Onsite,61,1,5,2,70000.0,2,2
23,Female,South America,Technology,Remote,53,3,3,1,90000.0,3,2
64,Male,Asia,Finance,Remote,63,2,1,5,90000.0,2,4
28,Female,North America,Technology,Hybrid,62,1,2,2,50000.0,2,4
33,Male,Europe,Education,Onsite,64,2,1,2,50000.0,0,3
58,Female,Oceania,Technology,Hybrid,51,2,1,2,50000.0,4,4
41,Female,Africa,Professional Services,Remote,62,2,3,5,70000.0,1,5
38,Male,Oceania,Healthcare,Hybrid,64,3,3,2,110000.0,2,1
64,Male,Europe,Technology,Hybrid,60,2,4,3,110000.0,2,6
65,Male,Asia,Healthcare,Onsite,40,2,4,2,70000.0,0,0
48,Female,Asia,Education,Remote,57,2,3,3,90000.0,2,5
44,Male,South America,Finance,Onsite,59,2,1,3,90000.0,1,4
52,Female,South America,Professional Services,Onsite,64,2,1,4,90000.0,3,0
41,Female,Africa,Manufacturing,Remote,57,2,4,3,70000.0,0,2
41,Male,Europe,Finance,Hybrid,63,2,5,4,70000.0,2,1
49,Male,Europe,Manufacturing,Remote,47,2,1,2,50000.0,3,5
39,Male,North America,Retail,Hybrid,40,3,4,2,70000.0,3,0
22,Male,Oceania,Healthcare,Onsite,58,2,4,1,90000.0,2,0
52,Female,Africa,Customer Service,Onsite,64,1,4,2,110000.0,3,1
31,Male,Asia,Marketing,Hybrid,36,2,3,3,70000.0,3,6
38,Male,Africa,Education,Onsite,47,3,5,1,110000.0,1,0
47,Male,North America,Manufacturing,Onsite,54,1,5,3,90000.0,0,0
45,Male,Europe,Technology,Remote,57,2,5,4,70000.0,0,6
26,Male,Asia,Professional Services,Onsite,41,1,4,3,70000.0,4,2
22,Male,Oceania,Education,Onsite,60,1,4,2,70000.0,1,1
44,Female,Europe,Manufacturing,Remote,36,2,2,5,70000.0,2,4
26,Male,South America,Education,Hybrid,44,1,3,3,90000.0,2,0
44,Female,Asia,Professional Services,Onsite,49,2,3,3,90000.0,3,1
37,Male,Europe,Professional Services,Onsite,51,3,3,2,70000.0,1,5
23,Female,Asia,Technology,Onsite,60,3,5,4,90000.0,4,6
59,Male,Europe,Education,Onsite,65,2,4,1,70000.0,2,5
32,Female,South America,Professional Services,Onsite,56,1,5,3,70000.0,1,6
32,Female,Europe,Customer Service,Hybrid,48,3,2,3,90000.0,2,1
35,Female,South America,Retail,Hybrid,47,2,2,2,50000.0,3,6
62,Female,Asia,Professional Services,Hybrid,42,2,4,4,90000.0,2,6
33,Male,Asia,Retail,Onsite,40,1,4,1,50000.0,0,1
39,Male,Europe,Education,Onsite,56,2,4,3,90000.0,2,6
52,Male,Europe,Finance,Onsite,44,1,3,1,70000.0,4,4
54,Male,North America,Professional Services,Hybrid,57,2,2,2,110000.0,0,0
36,Male,South America,Education,Remote,64,3,3,4,110000.0,1,0
32,Male,Oceania,Professional Services,Onsite,65,1,1,1,110000.0,2,6
47,Female,Europe,Education,Onsite,64,1,1,2,110000.0,1,1
48,Female,Africa,Finance,Onsite,46,1,3,2,50000.0,2,0
47,Male,South America,Technology,Hybrid,61,3,4,2,70000.0,3,6
31,Female,Asia,Technology,Remote,50,3,4,5,90000.0,3,3
52,Male,Europe,Professional Services,Onsite,50,2,5,3,110000.0,1,6
65,Female,Africa,Professional Services,Remote,53,3,2,3,70000.0,1,4
57,Female,Africa,Marketing,Onsite,64,3,4,1,70000.0,2,4
64,Female,Europe,Professional Services,Hybrid,45,2,1,4,70000.0,2,0
30,Male,Europe,Professional Services,Hybrid,41,1,2,2,90000.0,2,0
51,Male,Africa,Professional Services,Remote,51,3,3,4,70000.0,2,4
50,Female,Oceania,Finance,Hybrid,59,1,3,3,70000.0,3,0
56,Female,Europe,Technology,Remote,40,3,1,3,90000.0,2,2
24,Female,Oceania,Education,Remote,43,1,3,5,50000.0,3,0
37,Male,Oceania,Marketing,Onsite,50,3,4,3,110000.0,2,5
60,Female,North America,Finance,Onsite,64,3,1,2,70000.0,1,6
22,Female,South America,Marketing,Hybrid,58,3,3,1,110000.0,2,5
60,Male,Asia,Marketing,Hybrid,51,3,3,3,90000.0,3,4
26,Male,Europe,Technology,Remote,39,2,1,4,90000.0,2,6
28,Female,North America,Finance,Onsite,54,2,2,5,70000.0,2,6
37,Female,Africa,Finance,Onsite,53,2,3,1,70000.0,2,0
63,Male,Europe,Retail,Onsite,35,2,1,3,70000.0,3,0
28,Male,Europe,Education,Hybrid,59,2,3,3,110000.0,2,0
53,Male,Africa,Education,Hybrid,59,3,3,1,90000.0,2,4
53,Male,South America,Professional Services,Onsite,50,2,3,5,70000.0,1,4
42,Female,South America,Professional Services,Onsite,55,3,1,4,120000.0,2,2
42,Female,Asia,Healthcare,Hybrid,35,3,2,2,50000.0,2,4
38,Male,Africa,Marketing,Hybrid,64,2,1,3,120000.0,1,4
54,Male,Europe,Marketing,Onsite,42,3,3,2,90000.0,2,2
24,Female,Europe,Education,Onsite,41,1,2,5,110000.0,3,0
41,Male,Africa,Education,Remote,63,3,3,2,90000.0,2,2
40,Female,Europe,Manufacturing,Onsite,45,1,2,2,70000.0,2,1
52,Female,South America,Retail,Onsite,37,1,1,3,50000.0,3,5
47,Female,Africa,Professional Services,Remote,40,2,3,4,50000.0,2,5
33,Female,Asia,Customer Service,Remote,42,2,4,2,70000.0,4,0
57,Female,Asia,Finance,Hybrid,38,2,5,2,50000.0,2,5
58,Male,Oceania,Manufacturing,Hybrid,58,2,3,1,90000.0,1,2
37,Male,Europe,Education,Onsite,57,1,5,4,70000.0,3,0
36,Female,Oceania,Professional Services,Remote,43,3,3,5,90000.0,3,5
39,Female,Asia,Technology,Hybrid,46,3,3,3,90000.0,0,4
29,Male,Europe,Finance,Onsite,51,1,3,2,50000.0,1,0
39,Male,North America,Finance,Remote,60,2,4,5,90000.0,2,0
61,Female,Oceania,Retail,Onsite,36,2,3,3,70000.0,2,6
28,Female,South America,Manufacturing,Hybrid,63,3,5,2,50000.0,1,1
31,Male,Europe,Professional Services,Onsite,57,2,3,2,110000.0,1,4
63,Female,Asia,Professional Services,Onsite,63,3,3,3,50000.0,2,4
41,Female,Africa,Professional Services,Onsite,57,1,4,3,70000.0,2,5
59,Female,Africa,Customer Service,Onsite,47,2,2,3,90000.0,2,1
64,Female,Asia,Technology,Hybrid,54,3,2,3,70000.0,1,2
24,Male,Africa,Technology,Remote,57,3,1,3,50000.0,2,0
64,Male,North America,Technology,Hybrid,57,2,5,3,120000.0,1,1
55,Male,Asia,Finance,Hybrid,48,2,2,1,110000.0,2,2
65,Male,Europe,Professional Services,Onsite,49,1,4,2,90000.0,0,2
36,Male,Asia,Marketing,Hybrid,49,1,3,3,110000.0,2,0
28,Male,Europe,Manufacturing,Remote,60,2,3,4,120000.0,2,4
57,Male,Africa,Technology,Remote,49,2,3,4,70000.0,2,0
31,Male,Africa,Technology,Hybrid,41,2,2,2,50000.0,3,2
30,Male,Oceania,Professional Services,Onsite,63,1,4,3,70000.0,2,0
48,Male,Africa,Retail,Onsite,50,2,3,2,70000.0,1,5
53,Male,Africa,Technology,Remote,58,1,4,4,50000.0,1,1
35,Female,Europe,Retail,Hybrid,58,3,3,2,50000.0,3,0
51,Male,Africa,Professional Services,Onsite,48,3,3,1,70000.0,3,0
37,Male,Europe,Manufacturing,Hybrid,38,1,4,2,120000.0,2,0
51,Male,Oceania,Finance,Onsite,38,3,3,1,110000.0,2,3
26,Female,Europe,Finance,Onsite,55,1,3,1,110000.0,2,5
29,Male,Europe,Technology,Remote,42,2,3,4,90000.0,2,2
65,Female,Asia,Manufacturing,Hybrid,47,1,4,2,110000.0,2,4
38,Male,North America,Professional Services,Hybrid,58,3,3,2,70000.0,4,0
56,Female,Oceania,Professional Services,Hybrid,40,2,5,3,90000.0,0,4
52,Female,South America,Finance,Onsite,35,2,3,2,90000.0,3,6
26,Male,Africa,Technology,Onsite,55,1,3,2,90000.0,2,3
54,Male,Europe,Professional Services,Hybrid,45,2,4,1,120000.0,1,6
45,Female,Asia,Technology,Hybrid,56,2,3,3,110000.0,4,0
46,Male,North America,Professional Services,Hybrid,48,3,2,2,110000.0,2,0
51,Female,Europe,Manufacturing,Onsite,56,2,2,2,110000.0,3,3
50,Male,Europe,Technology,Hybrid,62,3,4,5,70000.0,0,0
38,Male,Oceania,Customer Service,Onsite,42,1,4,1,120000.0,1,6
27,Male,Oceania,Technology,Remote,42,3,3,4,50000.0,0,2
32,Female,Oceania,Retail,Hybrid,49,3,3,1,90000.0,4,1
48,Female,South America,Marketing,Onsite,51,3,2,2,120000.0,2,4
62,Male,Europe,Healthcare,Hybrid,35,2,3,5,50000.0,1,6
34,Male,North America,Customer Service,Onsite,62,3,3,2,110000.0,2,6
24,Female,South America,Manufacturing,Hybrid,47,1,3,4,90000.0,1,0
47,Female,South America,Manufacturing,Hybrid,41,3,3,3,90000.0,1,0
31,Female,North America,Education,Onsite,50,1,4,2,70000.0,2,5
28,Female,Oceania,Professional Services,Remote,36,3,2,2,90000.0,0,3
30,Female,North America,Professional Services,Onsite,45,3,3,2,90000.0,2,0
48,Female,North America,Education,Hybrid,36,1,4,2,120000.0,0,0
54,Male,North America,Professional Services,Hybrid,57,2,1,3,110000.0,1,1
61,Female,Asia,Professional Services,Hybrid,39,2,2,1,90000.0,1,6
43,Male,South America,Education,Onsite,65,2,3,2,70000.0,1,1
54,Female,Oceania,Technology,Remote,53,3,2,1,90000.0,0,4
30,Male,North America,Technology,Onsite,65,1,3,1,70000.0,2,4
48,Male,South America,Education,Hybrid,49,2,4,3,90000.0,3,0
36,Male,North America,Technology,Hybrid,61,3,4,2,120000.0,3,3
23,Female,Asia,Manufacturing,Onsite,65,1,4,1,120000.0,4,0
43,Male,South America,Technology,Remote,50,2,3,5,50000.0,0,1
43,Male,Oceania,Manufacturing,Hybrid,65,1,3,4,50000.0,2,6
24,Female,Oceania,Technology,Hybrid,44,1,2,2,70000.0,2,3
39,Female,Asia,Professional Services,Remote,43,2,4,4,90000.0,2,2
54,Male,South America,Professional Services,Remote,38,3,3,5,50000.0,1,0
45,Female,Oceania,Professional Services,Onsite,55,3,3,2,70000.0,4,2
39,Male,Europe,Customer Service,Onsite,55,2,2,1,110000.0,2,0
28,Male,Asia,Professional Services,Hybrid,58,3,4,4,50000.0,2,6
32,Female,Asia,Technology,Onsite,57,2,5,1,110000.0,1,3
43,Female,Oceania,Technology,Remote,45,2,3,2,90000.0,3,1
57,Male,North America,Retail,Onsite,59,2,2,1,70000.0,1,5
43,Female,South America,Professional Services,Onsite,65,2,5,2,90000.0,2,2
56,Male,Europe,Finance,Hybrid,52,3,3,2,120000.0,2,5
24,Male,South America,Professional Services,Onsite,58,2,3,4,70000.0,1,5
46,Male,Africa,Education,Onsite,64,1,1,3,70000.0,2,3
48,Male,South America,Customer Service,Onsite,56,2,2,3,70000.0,3,1
54,Female,North America,Finance,Hybrid,37,1,4,4,90000.0,2,3
31,Female,Oceania,Retail,Hybrid,46,2,3,4,120000.0,2,0
38,Male,North America,Healthcare,Remote,52,2,3,4,50000.0,1,0
43,Male,South America,Retail,Remote,62,2,3,4,110000.0,2,2
43,Female,South America,Marketing,Hybrid,56,2,3,4,90000.0,2,3
53,Male,South America,Technology,Remote,46,2,3,3,110000.0,4,0
36,Male,South America,Finance,Onsite,35,1,3,1,50000.0,2,4
58,Male,Asia,Customer Service,Remote,39,2,3,3,70000.0,3,0
48,Male,South America,Manufacturing,Hybrid,54,3,1,2,90000.0,1,2
65,Male,Europe,Manufacturing,Hybrid,61,3,3,3,70000.0,2,4
47,Female,Europe,Professional Services,Onsite,48,2,3,1,50000.0,1,0
49,Male,Oceania,Retail,Onsite,43,1,3,2,70000.0,4,6
58,Male,Oceania,Healthcare,Onsite,56,3,2,1,50000.0,1,6
62,Male,Oceania,Finance,Onsite,52,3,3,2,70000.0,2,5
46,Female,Oceania,Finance,Onsite,40,2,2,2,110000.0,2,3
62,Female,Europe,Technology,Hybrid,51,1,1,3,50000.0,1,5
61,Male,Oceania,Professional Services,Onsite,42,3,2,2,90000.0,1,1
24,Male,Oceania,Manufacturing,Onsite,50,3,2,2,70000.0,1,4
52,Female,Europe,Manufacturing,Onsite,63,1,2,1,70000.0,1,4
61,Male,Europe,Education,Remote,60,3,3,3,120000.0,3,0
48,Male,South America,Professional Services,Hybrid,40,3,1,3,50000.0,2,4
46,Male,Oceania,Retail,Remote,63,3,5,3,90000.0,3,4
61,Female,Asia,Professional Services,Remote,55,3,4,2,90000.0,2,3
27,Female,Africa,Marketing,Onsite,49,2,3,5,90000.0,2,4
41,Male,Africa,Technology,Onsite,40,3,5,3,50000.0,1,3
33,Male,Asia,Finance,Onsite,44,2,3,3,90000.0,3,0
52,Male,Asia,Finance,Hybrid,54,3,4,2,90000.0,3,3
